Review_ID,Review,Sentiment,Product_Category,Rating
165,"The product does its basic job, but there is room for improvement. Delivery was normal.",Neutral,Mobile Accessories,3
166,"The features are useful, although the performance is average. I may consider other options next time.",Neutral,Books,2
167,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Home Appliances,4
168,I would not recommend this product to anyone. I regret buying it.,Negative,Electronics,2
169,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Books,2
170,The product arrived quickly and was exactly as described. The delivery was also good.,Positive,Books,4
171,The product stopped working after a few days. Not recommended. The delivery was also disappointing.,Negative,Electronics,1
172,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Kitchen,1
173,It arrived on time and appears to work normally. Delivery was normal.,Neutral,Electronics,2
174,"The product is comfortable, reliable, and worth the money. I am very satisfied.",Positive,Furniture,5
175,The product arrived damaged and did not work properly. Customer support did not help much.,Negative,Books,2
176,It arrived on time and appears to work normally. It is suitable for basic use.,Neutral,Shoes,2
177,The product has several problems and does not work as advertised. I regret buying it.,Negative,Books,2
178,"It is a decent purchase, but I expected slightly more. Delivery was normal.",Neutral,Sports,2
179,This product exceeded my expectations. I would definitely buy it again. It is worth the price.,Positive,Mobile Accessories,4
180,"The product does its basic job, but there is room for improvement. It is suitable for basic use.",Neutral,Kitchen,3
181,I am satisfied with the quality and the overall experience. I would purchase it again.,Positive,Beauty,4
182,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Home Appliances,2
183,The product is neither very good nor very bad. It could be improved.,Neutral,Mobile Accessories,3
184,Waste of money. The product did not meet my expectations. It needs major improvement.,Negative,Beauty,1
185,The product arrived quickly and was exactly as described. The delivery was also good.,Positive,Mobile Accessories,5
186,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Furniture,5
187,Great product for the price. Very useful and easy to use. I would purchase it again.,Positive,Electronics,4
188,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Sports,1
189,It arrived on time and appears to work normally. The experience was acceptable.,Neutral,Furniture,2
190,The product matches the description and is fairly average. The experience was acceptable.,Neutral,Electronics,2
191,"The product is comfortable, reliable, and worth the money. The delivery was also good.",Positive,Mobile Accessories,5
192,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Mobile Accessories,2
193,The product is neither very good nor very bad. The experience was acceptable.,Neutral,Books,2
194,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Electronics,4
195,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Beauty,2
196,I would not recommend this product to anyone. I would not purchase it again.,Negative,Electronics,1
197,I am satisfied with the quality and the overall experience. I would purchase it again.,Positive,Sports,4
198,The product stopped working after a few days. Not recommended. The delivery was also disappointing.,Negative,Home Appliances,1
199,I am satisfied with the quality and the overall experience. I would purchase it again.,Positive,Furniture,5
200,The product arrived quickly and was exactly as described. I am very satisfied.,Positive,Mobile Accessories,5
201,The quality is acceptable for the price. It could be improved.,Neutral,Shoes,3
202,"The features are useful, although the performance is average. It could be improved.",Neutral,Beauty,2
203,Fantastic product with good build quality and smooth performance. Highly recommended.,Positive,Books,5
204,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Beauty,1
205,"The product does its basic job, but there is room for improvement. I may consider other options next time.",Neutral,Mobile Accessories,2
206,The product matches the description and is fairly average. It could be improved.,Neutral,Home Appliances,3
207,I expected much better quality. This was a disappointing purchase. Customer support did not help much.,Negative,Kitchen,1
208,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Furniture,2
209,Works really well and looks great. Good value for money. It is worth the price.,Positive,Electronics,5
210,Poor experience. The item was faulty and difficult to use. It needs major improvement.,Negative,Beauty,2
211,The product has several problems and does not work as advertised. It needs major improvement.,Negative,Sports,2
212,The product matches the description and is fairly average. The experience was acceptable.,Neutral,Kitchen,3
213,The quality is acceptable for the price. It could be improved.,Neutral,Home Appliances,2
214,The product arrived damaged and did not work properly. I regret buying it.,Negative,Furniture,2
215,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Mobile Accessories,5
216,Works really well and looks great. Good value for money. Highly recommended.,Positive,Mobile Accessories,4
217,The product arrived quickly and was exactly as described. It is worth the price.,Positive,Electronics,5
218,Works really well and looks great. Good value for money. I would purchase it again.,Positive,Clothing,4
219,The product is neither very good nor very bad. It is suitable for basic use.,Neutral,Books,3
220,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Electronics,1
221,The product matches the description and is fairly average. I may consider other options next time.,Neutral,Clothing,3
222,"Overall, the experience was okay. Delivery was normal.",Neutral,Shoes,2
223,"The product is comfortable, reliable, and worth the money. I would purchase it again.",Positive,Electronics,5
224,The product stopped working after a few days. Not recommended. It needs major improvement.,Negative,Mobile Accessories,1
225,It is an average product. Nothing particularly impressive. It is suitable for basic use.,Neutral,Home Appliances,2
226,The product arrived quickly and was exactly as described. I am very satisfied.,Positive,Furniture,4
227,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Beauty,5
228,I would not recommend this product to anyone. I regret buying it.,Negative,Kitchen,1
229,"The features are useful, although the performance is average. It is suitable for basic use.",Neutral,Mobile Accessories,3
230,Great product for the price. Very useful and easy to use. The delivery was also good.,Positive,Home Appliances,4
231,The quality is acceptable for the price. It is suitable for basic use.,Neutral,Electronics,3
232,The product is neither very good nor very bad. The experience was acceptable.,Neutral,Kitchen,3
233,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Beauty,1
234,This product exceeded my expectations. I would definitely buy it again. It is worth the price.,Positive,Home Appliances,4
235,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Beauty,5
236,The product is okay and works as expected. It could be improved.,Neutral,Electronics,3
237,The product arrived quickly and was exactly as described. I would purchase it again.,Positive,Kitchen,5
238,It arrived on time and appears to work normally. It is suitable for basic use.,Neutral,Electronics,2
239,I am disappointed with this product. The quality is very poor. I regret buying it.,Negative,Shoes,1
240,I am satisfied with the quality and the overall experience. The delivery was also good.,Positive,Mobile Accessories,4
241,Poor experience. The item was faulty and difficult to use. I would not purchase it again.,Negative,Electronics,2
242,This product exceeded my expectations. I would definitely buy it again. It is worth the price.,Positive,Beauty,5
243,I would not recommend this product to anyone. Customer support did not help much.,Negative,Sports,2
244,"The product does its basic job, but there is room for improvement. The experience was acceptable.",Neutral,Home Appliances,3
245,I am satisfied with the quality and the overall experience. I am very satisfied.,Positive,Shoes,5
246,Great product for the price. Very useful and easy to use. I am very satisfied.,Positive,Beauty,5
247,It arrived on time and appears to work normally. It is suitable for basic use.,Neutral,Electronics,2
248,"The product is comfortable, reliable, and worth the money. It is worth the price.",Positive,Clothing,4
249,The product arrived quickly and was exactly as described. It is worth the price.,Positive,Mobile Accessories,4
250,The product stopped working after a few days. Not recommended. I would not purchase it again.,Negative,Home Appliances,1
251,The product is okay and works as expected. The experience was acceptable.,Neutral,Kitchen,2
252,It arrived on time and appears to work normally. I may consider other options next time.,Neutral,Shoes,2
253,Works really well and looks great. Good value for money. I am very satisfied.,Positive,Furniture,5
254,The product is okay and works as expected. It is suitable for basic use.,Neutral,Shoes,2
255,The performance is poor and the product feels cheaply made. I regret buying it.,Negative,Sports,2
256,I expected much better quality. This was a disappointing purchase. I regret buying it.,Negative,Clothing,2
257,It arrived on time and appears to work normally. It could be improved.,Neutral,Electronics,2
258,I am disappointed with this product. The quality is very poor. I regret buying it.,Negative,Clothing,2
259,I am disappointed with this product. The quality is very poor. I would not purchase it again.,Negative,Sports,1
260,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Sports,2
261,The product is okay and works as expected. It could be improved.,Neutral,Furniture,3
262,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Home Appliances,3
263,Excellent quality and amazing performance. Highly recommended. It is worth the price.,Positive,Clothing,5
264,"The features are useful, although the performance is average. It could be improved.",Neutral,Sports,3
265,I absolutely love this product. The quality is excellent and it works perfectly. I would purchase it again.,Positive,Kitchen,5
266,I am disappointed with this product. The quality is very poor. It needs major improvement.,Negative,Books,1
267,Very bad quality and definitely not worth the money. It needs major improvement.,Negative,Shoes,1
268,I expected much better quality. This was a disappointing purchase. I regret buying it.,Negative,Mobile Accessories,1
269,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Clothing,2
270,I am satisfied with the quality and the overall experience. It is worth the price.,Positive,Furniture,5
271,The product matches the description and is fairly average. Delivery was normal.,Neutral,Mobile Accessories,3
272,"The features are useful, although the performance is average. Delivery was normal.",Neutral,Sports,2
273,Very bad quality and definitely not worth the money. Customer support did not help much.,Negative,Beauty,1
274,Excellent quality and amazing performance. Highly recommended. The delivery was also good.,Positive,Sports,4
275,The quality is acceptable for the price. It could be improved.,Neutral,Clothing,2
276,It is an average product. Nothing particularly impressive. Delivery was normal.,Neutral,Electronics,3
277,The product arrived damaged and did not work properly. I would not purchase it again.,Negative,Electronics,1
278,"It is a decent purchase, but I expected slightly more. I may consider other options next time.",Neutral,Beauty,3
279,"The product is comfortable, reliable, and worth the money. The delivery was also good.",Positive,Clothing,5
280,This product exceeded my expectations. I would definitely buy it again. The delivery was also good.,Positive,Sports,5
281,"It is a decent purchase, but I expected slightly more. It could be improved.",Neutral,Kitchen,3
282,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Shoes,5
283,Works really well and looks great. Good value for money. I am very satisfied.,Positive,Books,4
284,Works really well and looks great. Good value for money. The delivery was also good.,Positive,Kitchen,5
285,Excellent quality and amazing performance. Highly recommended. It is worth the price.,Positive,Beauty,4
286,The product is okay and works as expected. It could be improved.,Neutral,Kitchen,3
287,Works really well and looks great. Good value for money. The delivery was also good.,Positive,Mobile Accessories,5
288,I expected much better quality. This was a disappointing purchase. The delivery was also disappointing.,Negative,Home Appliances,2
289,This product exceeded my expectations. I would definitely buy it again. I would purchase it again.,Positive,Beauty,4
290,"The product is comfortable, reliable, and worth the money. Highly recommended.",Positive,Electronics,5
291,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Electronics,2
292,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Kitchen,2
293,"The product does its basic job, but there is room for improvement. It could be improved.",Neutral,Furniture,2
294,It arrived on time and appears to work normally. The experience was acceptable.,Neutral,Mobile Accessories,3
295,The product is okay and works as expected. It is suitable for basic use.,Neutral,Home Appliances,2
296,Very bad quality and definitely not worth the money. I regret buying it.,Negative,Beauty,1
297,This product exceeded my expectations. I would definitely buy it again. I am very satisfied.,Positive,Shoes,4
298,The product has several problems and does not work as advertised. I regret buying it.,Negative,Beauty,2
299,Poor experience. The item was faulty and difficult to use. Customer support did not help much.,Negative,Sports,2
300,I absolutely love this product. The quality is excellent and it works perfectly. It is worth the price.,Positive,Electronics,5
301,This product exceeded my expectations. I would definitely buy it again. I would purchase it again.,Positive,Shoes,4
302,"The features are useful, although the performance is average. The experience was acceptable.",Neutral,Mobile Accessories,3
303,Very happy with my purchase. The product feels durable and reliable. It is worth the price.,Positive,Home Appliances,5
304,"The product does its basic job, but there is room for improvement. It is suitable for basic use.",Neutral,Beauty,3
305,Poor experience. The item was faulty and difficult to use. I regret buying it.,Negative,Kitchen,1
306,Great product for the price. Very useful and easy to use. The delivery was also good.,Positive,Electronics,5
307,The quality is acceptable for the price. Delivery was normal.,Neutral,Mobile Accessories,2
308,The product matches the description and is fairly average. Delivery was normal.,Neutral,Sports,2
309,The product is okay and works as expected. I may consider other options next time.,Neutral,Books,2
310,The product arrived quickly and was exactly as described. It is worth the price.,Positive,Clothing,4
311,Works really well and looks great. Good value for money. I am very satisfied.,Positive,Kitchen,5
312,"Overall, the experience was okay. It could be improved.",Neutral,Mobile Accessories,2
313,Great product for the price. Very useful and easy to use. I would purchase it again.,Positive,Shoes,4
314,I would not recommend this product to anyone. I would not purchase it again.,Negative,Clothing,1
315,"The product does its basic job, but there is room for improvement. It is suitable for basic use.",Neutral,Books,2
316,Very bad quality and definitely not worth the money. Customer support did not help much.,Negative,Shoes,2
317,This product exceeded my expectations. I would definitely buy it again. Highly recommended.,Positive,Furniture,5
318,I am disappointed with this product. The quality is very poor. Customer support did not help much.,Negative,Electronics,2
319,The product is okay and works as expected. I may consider other options next time.,Neutral,Mobile Accessories,3
320,The product matches the description and is fairly average. I may consider other options next time.,Neutral,Electronics,2
321,The product is neither very good nor very bad. Delivery was normal.,Neutral,Home Appliances,3
322,Very happy with my purchase. The product feels durable and reliable. I am very satisfied.,Positive,Kitchen,5
323,The product has several problems and does not work as advertised. The delivery was also disappointing.,Negative,Kitchen,1
324,Waste of money. The product did not meet my expectations. The delivery was also disappointing.,Negative,Sports,2
325,It is an average product. Nothing particularly impressive. It is suitable for basic use.,Neutral,Furniture,3
326,The product is neither very good nor very bad. Delivery was normal.,Neutral,Mobile Accessories,3
327,I am satisfied with the quality and the overall experience. Highly recommended.,Positive,Clothing,4
328,I am disappointed with this product. The quality is very poor. I would not purchase it again.,Negative,Furniture,1
329,I would not recommend this product to anyone. I regret buying it.,Negative,Shoes,1
330,The product has several problems and does not work as advertised. The delivery was also disappointing.,Negative,Beauty,1
331,Great product for the price. Very useful and easy to use. I would purchase it again.,Positive,Kitchen,5
332,"Overall, the experience was okay. It could be improved.",Neutral,Kitchen,2
333,The product is neither very good nor very bad. I may consider other options next time.,Neutral,Electronics,3
334,It arrived on time and appears to work normally. It could be improved.,Neutral,Mobile Accessories,2
335,"The features are useful, although the performance is average. I may consider other options next time.",Neutral,Electronics,3
336,Waste of money. The product did not meet my expectations. The delivery was also disappointing.,Negative,Shoes,1
337,The performance is poor and the product feels cheaply made. The delivery was also disappointing.,Negative,Home Appliances,2
338,It arrived on time and appears to work normally. It could be improved.,Neutral,Electronics,3
339,I would not recommend this product to anyone. The delivery was also disappointing.,Negative,Shoes,1
340,"The features are useful, although the performance is average. It is suitable for basic use.",Neutral,Books,2
341,The performance is poor and the product feels cheaply made. Customer support did not help much.,Negative,Mobile Accessories,2
342,The product arrived quickly and was exactly as described. Highly recommended.,Positive,Shoes,5
343,It arrived on time and appears to work normally. The experience was acceptable.,Neutral,Electronics,2
344,Poor experience. The item was faulty and difficult to use. It needs major improvement.,Negative,Clothing,2
345,Very happy with my purchase. The product feels durable and reliable. Highly recommended.,Positive,Books,4
346,"The features are useful, although the performance is average. It could be improved.",Neutral,Books,2
347,I am disappointed with this product. The quality is very poor. The delivery was also disappointing.,Negative,Home Appliances,2
348,Fantastic product with good build quality and smooth performance. I would purchase it again.,Positive,Beauty,5
349,It is an average product. Nothing particularly impressive. It could be improved.,Neutral,Furniture,2
350,Great product for the price. Very useful and easy to use. The delivery was also good.,Positive,Clothing,5
351,It is an average product. Nothing particularly impressive. The experience was acceptable.,Neutral,Sports,3
352,The product has several problems and does not work as advertised. Customer support did not help much.,Negative,Home Appliances,2
353,This product exceeded my expectations. I would definitely buy it again. It is worth the price.,Positive,Mobile Accessories,5
